,company,position,score,good,bad,is_recommend,label
366,에스케이바이오사이언스(주),생산/제조,80,"1. 수평문화를 지향하는 점. 형식적이긴 하나 모든 직급을 하나로 통일시킨 점 등 수평문화를 위한 노력이 보인다. 
2. 코로나로 유명해졌다.","1. 부서마다 차이는 있겠지만 일이 좀 알거나 잘하는 사람에게 몰린다. 주식으로 퇴사자가 많아져서 더 심해지는거 같다. 
2. 이상한 노동조합이 있다.
3. 코로나백신 이후의 먹거리가 없다.",이 기업을 추천 합니다!,1
367,에스케이바이오사이언스(주),영업/제휴,80,"1. 국가가 밀어주는 사업을 함에 있어 브랜드가치가 높아짐
2. 합리적인 환경으로 바뀌려는 상황
3. 제품 포트폴리오가 인지도 있음.","1.최근 온라인몰로바뀌면서 직거래와 달리 신규나 매출증대가 쉽지않다.
2.팀바팀으로 휴가 자유롭지않음
3.지역 배치 주거지우선으로 안해줌",이 기업을 추천 합니다!,1
368,에스케이바이오사이언스(주),마케팅/시장조사,80,"연차 아주 자유롭게 쓸수있으며 개인시간 보장됨.
물론 팀바팀임.","많이 변화하고있다보니 시스템이 불안정함.
그 만큼 회사가 성장하고 잇다는 반론임.
동종업계대비하여 연봉 낮음",이 기업을 추천하지 않습니다.,0
369,에스케이바이오사이언스(주),생산/제조,80,복지가 좋은 편인 것 같고 밥이 진짜로 맛있어서 밥 먹을 맛 났네요 솔직하게 맛있는 편이였는진 모르겠지만 제 입맛엔 잘 맞았어요,생산 작업하면 계속 움직여야해서 어깨에 담 걸리고 너무 다급해요,이 기업을 추천 합니다!,1
370,에스케이바이오사이언스(주),생산/제조,60,수평적인 분위기. 일하고 싶은사람은 마음껏 일할수 있음,"일하는 사람만 일하고, 업무량은 부서바이부서로 너무 다름.",이 기업을 추천하지 않습니다.,0
371,에스케이바이오사이언스(주),생산/제조,60,"생산 없을 시 연차 마음대로 사용 가능, 계속해서 투자하고 발전하고 있으며 채용도 많음, 많은 사람들에게 기회가 주어짐","연봉이 다른회사에 비해 적음, 올해 연봉협상 다시 한다는데 얼마나 올려줄지 모름. 타지로 오는 신입사원분들이 많은데 주거에 대한 복지가 하나도 없음.",이 기업을 추천 합니다!,1
372,에스케이바이오사이언스(주),생산/제조,20,최근 코로나로 주목 받는 기업임 향후 다양한 제품생산라인이 있어 단기간에 망할꺼 같지 않음 돈을 쓰고자하는데 돈을 좀 목적에 맞게 잘 써주길 바랍니다,월급 루팡있음 공장이 안동에 있어 올려는 사람이 없음 대부분 신입이며 중간관리자가 없음 배우고 싶어도 배울 사람이 없음 이렇게 하는게 맞나 싶을 정도임,이 기업을 추천하지 않습니다.,0
373,에스케이바이오사이언스(주),생산관리/품질관리,100,연차 : 자기가 올리고 자기가 결제하는 시스템 밥 : 너무 맛있음급여 : 동종업계 상위 수준사내문화 : 매우매우매우 수평적이다.,워라벨 : 부바부 이지만 공정에 따라 워라벨이 망가지기도 함,이 기업을 추천 합니다!,1
374,에스케이바이오사이언스(주),생산/제조,80,대기업 계열이라 대기업의 복지를 그대로 따라간다.밥이 맛있음생산부서는 대부분 분위기 좋고 사람도 좋음,안동임...문화생활 즐기는거 절대 불가능..신도시라 하지만 아직도 뭐가 많이 없음,이 기업을 추천 합니다!,1
375,에스케이바이오사이언스(주),영업/제휴,100,"SK기업문화가 복지라는 생각이 들정도로 기업문화가 굉장히 좋다. 코로나 펜데믹 상황으로 인해 수혜를 많이 보고 있으며, 앞으로의 성장은 더욱더 기대된다. 회사 파이프라인 좋고 영업사원이 어느거래처에 들어가든 대접 받을 수있는 제품군을 갖춰가고있다.",일비가 굉장히 짠편이긴하나 모자르진 않다. 대기업 계열사 치고 연봉이 낮은편이긴 하나 뭐 그렇다고 터무늬 없이 낮거나 그런건 아님 대체로 만족하고 댕길만한 수준임,이 기업을 추천 합니다!,1
376,에스케이바이오사이언스(주),연구개발,80,"휴가문화가 좋음.(공동연차 매년 초에 발표, 부바부지만 눈치.크게 안보고 쓰는 휴가)
복지비 7월에 나오는 점","연봉인상률이 낮다. 너무 낮음.
IPO로 많은 사람들이 나가서 너무 많이 인력을 급하게 충원함.",이 기업을 추천하지 않습니다.,0
377,에스케이바이오사이언스(주),생산/제조,40,"경력대비 다양한 경험을 할 수 있다.
잦은 야근 및 주말특근으로 돈을 많이 벌 수 있다.","워라벨따위 없음
폭발적인 야근
직원들을 생각하지 않은 경영진",이 기업을 추천하지 않습니다.,0
378,에스케이바이오사이언스(주),연구개발,80,"팀바팀이지만 연차를 자유롭게 사용할 수 있음
하루 세 끼 식사 제공","일을 위한 업무가 많음
효율젓, 합리적 시스템이 되려면 많은 노력이 필요함",이 기업을 추천 합니다!,1
379,에스케이바이오사이언스(주),마케팅/시장조사,100,COVID-19 백신 CD(M)O 사업 수혜에 따른 높은 영업이익률과 지속적인 성장 가능성 및 시장 확장이 장점. 이에 따라 급여/인센티브/복지 제도들도 개선 중,나이가 어린 주니어 급들이 많다 보니 의사소통 문화가 다소 직설적,이 기업을 추천 합니다!,1
380,에스케이바이오사이언스(주),생산/제조,100,삼시세끼 제공됨인턴일 경우 기숙사 제공됨칼퇴 가능함,지금까지는 없는 것 같다고 느꼈다 굳이 꼽자면 정규직이 되기까지 단계가 꽤 있다는 것,이 기업을 추천 합니다!,1
381,에스케이바이오사이언스(주),생산관리/품질관리,80,사람들이.젊고 기업 문화가 좋다.밥 맛잇음. 갈만한 회사 인거 같다,일이 많다. 이번 코로나 시즌으로 일이 더 바쁘다. 38시간 채워야지 돈 더줌.,이 기업을 추천 합니다!,1
382,에스케이바이오사이언스(주),생산/제조,60,회사 분위기가 그닥 나쁘지 않습니다 이러한 부분은 정말 좋으며 일이 어렵지 않고 적당한 편입니다. 단순 업무만 진행합니다.,인턴과 새로 들어온 직원들에 대한 멸시를 하거나 배려하지 않고 무시하는 경향이 아주 많고 회사 일에 대한 체계가 딱 잡혀 있지 않습니다. 연고지에 대한 관여가 굉장히 심합니다.,이 기업을 추천하지 않습니다.,0
383,에스케이바이오사이언스(주),생산/제조,60,"아침 점심 저녁 다 제공, 급여 안밀리고 바로 입금, 회사버스로 출퇴근 가능, 출퇴근 시간 잘 지킴","아르바이트라서 약간 차별은 어쩔 수 없음, 물건 도난도 가끔 있음 개인 사물함 단속 잘 할 것",이 기업을 추천 합니다!,1
384,에스케이바이오사이언스(주),영업/제휴,60,연차 거의 눈치안보고 감. 워라밸 나쁘지않음. 회사가 크고잇음,소통이 안되는 경영진의 마인드...아직도 꼰대력이 높음. 큰 연봉 기대말것,이 기업을 추천 합니다!,1
385,에스케이바이오사이언스(주),마케팅/시장조사,60,자금이 많고 산업 자체가 각광받고 있음. 포텐셜이 큰 회사,"오퍼레이션, HR 수준 등이 아직도 중견중소기업 수준을 못 벗어나고 있음",이 기업을 추천 합니다!,1
386,에스케이바이오사이언스(주),생산관리/품질관리,40,급여가 높은편 지방 촌 프리미엄이 있다 그룹사의 장점이 있다.,밀고 당기고 심해서 신입으로 입사해서 높은 직급된 케이스가 없다. 불만족으로 도망가는게 아니란건 다들 알수 있고 페이는 높으나 여러가지 폐단이 있다고 본다.,이 기업을 추천하지 않습니다.,0
387,에스케이바이오사이언스(주),생산/제조,60,연차를 쓸 때 따로 눈치를 보지 않아도 됨. 근무 도중에 커피를 마실 정도로 여유로움,정립된 업무 수행 방식이 있는 것이 아니라 처음부터 끝까지 맨 땅에 헤딩해서 일해야함. 승진이 인간관계가 큰 요소임.,이 기업을 추천하지 않습니다.,0
388,에스케이바이오사이언스(주),영업/제휴,80,"일 할때 법카 사용 cp규정내에서 예산 걱정 없음, 연차 자유로움, 복지포인트 쏠쏠, 영업이익이 갈수록 늘어서 인센티브보너스 등이 기대됨, 전체적으로 만족스러움, 웹오더시스템이 장기적 관점에선 좋아보임","기본 연봉이 sk중에 가장 낮음, 아마 신입이 겨우 4000넘는듯, 백신 회사인데 백신이 팔기 힘듬, kpi 항목이 너무 많고 복잡해서 육성게임 퀘스트 깨는 느낌, 연고지 없는 지방 발령",이 기업을 추천 합니다!,1
389,에스케이바이오사이언스(주),서비스/고객지원,60,만족스러운 점심 밥이 맛있다는 점상사 잘만나면 다니기 좋은 회사,교통편이 안좋다 해당되는 복지가 별로 없음 승진이 느리다,이 기업을 추천 합니다!,1
390,에스케이바이오사이언스(주),생산/제조,80,젊은 분들이 많아 분위기가 수평적이며 남부럽지 않은 연봉을 받을 수 있음,팀 바이 팀 부서 바이 부서이지만 코로나 시기상 업무가 굉장히 많고 주말근무 야근도 잦음,이 기업을 추천 합니다!,1
391,에스케이바이오사이언스(주),생산관리/품질관리,80,연차 사용이 자유롭고 회사 식당 괜찮음징검다리 연휴에는 공동연차,안동이라는 지리적인 단점과 노는 사람은 놀고 일하는 사람만 일하는 환경,이 기업을 추천 합니다!,1
392,에스케이바이오사이언스(주),생산/제조,80,"주말근무등 추가근무 식대 만원 지원해줌 , 삼시세끼 밥 잘나옴",무진복이나 방진복 등 입는 복장이 많아 더위 많이타는사람은 근무시 불편함 느낄 수 있음,이 기업을 추천 합니다!,1
393,에스케이바이오사이언스(주),영업/제휴,60,대기업 계열사라는 자부심 그 외에는 잘 모르겠음 연봉도 적정 수준,대기업 계열사지만 복지는 중소기업 수준 더 발전이 필요함,이 기업을 추천 합니다!,1
394,에스케이바이오사이언스(주),생산관리/품질관리,100,"휴가 자유로움, 팀 분위기 좋음, 여러가지 업무에 대해서 많이 배울 수 있음",현재 회사가 갑자스럽게 바쁜 상황으로 인해 업무가 바쁘지만 그로인해 배울 수 있는 부분이 많음,이 기업을 추천 합니다!,1
395,에스케이바이오사이언스(주),생산/제조,80,회사주변에 아무것도 없어서 돈을 못씀빡실땐 빡시지만 널널할땐 정말 할만함,잠깐 교대근무를 했었는데 야간반 밥을 맨날 샌드위치 라면만 줬음 나중엔 그냥 굶었습니다.,이 기업을 추천하지 않습니다.,0
396,에스케이바이오사이언스(주),생산/제조,40,개인의 일정을 보고 연차를 눈치안보고 사용할 수 있습니다.,체계화가 안 잡혀있어도 너무 안 잡혀있습니다. 팀장급들이 알아서 잡아야 하는데 그런건 1도 없습니다.,이 기업을 추천하지 않습니다.,0
397,에스케이바이오사이언스(주),서비스/고객지원,60,융통성 잇고 모둔사람들이 깨어잇음 움 주변에 맛잇는개 많음,출퇴근 빡셈 후 판교에 잇는게 단점 주차 힘듬 근처 안살면 힘듬,이 기업을 추천 합니다!,1
398,에스케이바이오사이언스(주),생산/제조,60,연봉이 높고 업무능력을 단기간에 쌓을수있음. 미래성장가치가 매우높음,무능력한 선임이 많고 일을 열심히 하는 사람한테 몰아주는 경향이 있음,이 기업을 추천 합니다!,1
399,에스케이바이오사이언스(주),생산/제조,80,"sk라는 이름도 있고, 많은 것을 배우기 때문에 좋은 경험을 쌓고 다른 직장에 가도 숙련되서 일할 수 있다.",회사가 너무 외진곳에 있다. 셔틀버스를 운행하긴 하지만 주말출근같은 경우에는 자차가 없을 시 시내버스를 이용해야 하는데 운행을 많이 하지 않아서 불편함이 있다.,이 기업을 추천 합니다!,1
400,에스케이바이오사이언스(주),생산/제조,40,"급여가 높고 시설은 좋은편, 이거말고는 더이상 쓸만한게 없음",일단 채용에있어서 기준이 없고 회사가 갑자기 성장하다보니 체계가 잡혀있지않음/ 바쁘면 연차못씀,이 기업을 추천하지 않습니다.,0
401,에스케이바이오사이언스(주),디자인,100,대기업이라 이미지 좋고 배울게 많은점? 아마 그런점이 좋은거같다,배울건 많지만 일이많아ㅓ 힘들었던건 사실이다 ㅎㅎ 힘들었다,이 기업을 추천 합니다!,1
402,에스케이바이오사이언스(주),생산관리/품질관리,80,대기업인만큼 복지가 좋음 연봉 나쁘지않고 복지포인트나 어학교육지원비 성과금 괜찮음 사람들 좋고 밥 맛있음 아점저 무료로 다 챙겨줌 야근수당 원래 안줬는데 이젠 따박따박 챙겨줌,접근성이 안좋음 서울도 멀고 부산도 멀고 어디와도 가깝지 않음 너무 바빠서 야근을 밥먹듯이함 대신 그래서 딱히 돈 쓸 일이 없음,이 기업을 추천 합니다!,1
403,에스케이바이오사이언스(주),생산/제조,60,연차 자가 승인으로 사용시 눈치 안보임2년제의 경우 노조가입 되어 회사생활 편함,"2년제 노조가입, 4년제 노조가입 불가로 조직이 분화되어 있음서로 편이 나뉘어 조직 융화가 안됨",이 기업을 추천 합니다!,1
404,에스케이바이오사이언스(주),생산/제조,40,그나마 SK 소속이라고 대기업 혜택 있을수있음케바케로 워라밸지켜지는곳도 있는듯,아직 미성숙한 꼰대문화와 우물안 개구리들의 파티장굳이 추천ㄴㄴ,이 기업을 추천하지 않습니다.,0
405,에스케이바이오사이언스(주),생산관리/품질관리,80,삼시세끼 공짜. SK 간판. 복지 다양. 넓은 스펙트럼의 업무 가능. IPO,책임감 없는 사람들 많음. 일 하는 사람들은 못견디고 나갈 수 밖에 없는 구조. 인력에 대한 관심과 육성이 너무나 부족.,이 기업을 추천 합니다!,1
406,에스케이바이오사이언스(주),생산/제조,80,"연차를 자유롭게 쓸수 있고 아침/점심/저녁 다나옴. 근무 강도 적당함. 회사의 성장 가능성이 높음.  앞으로 할일 많음. 생산하느라 야근, 조출하는 경우는 있으나 야근이 많지는 않음. 외국과의 다양한 프로젝트를 수행하므로 성장 가능성이 매우 높음",편가르기 문화가 있음. 연봉재와 호봉제 사원 사이에 편가르기 있음.,이 기업을 추천 합니다!,1
407,에스케이바이오사이언스(주),연구개발,60,그룹사의 몇가지 복지 혜택을 따라가고 ipo로 인지도가 높아짐.,연봉이 업계 하위이며 연봉상승률은 거의 최하위일듯함. 상승률탑다운 방식으로 업무가 진행되고 보수적임. 판교 본사는 신입을 뽑지 않음.,이 기업을 추천하지 않습니다.,0
408,에스케이바이오사이언스(주),생산/제조,100,쉴 때 제대로 쉴 수 있다. 밥을 꼬박꼬박 챙겨준다. 쉬는시간 제대로 챙겨준다. 화장실 시설도 좋다.,단점은 별로 없었지만 있다면 정규직 직원분들이 인턴들을 아르바이트라고 불렸던 점.,이 기업을 추천하지 않습니다.,0
409,에스케이바이오사이언스(주),전문직,60,이번에 상장하는 회사로 기대감이 높음............,출퇴근 힘들고 워라벨 조금 부족합니다ㅜㅜㅠ연봉도 작아요,이 기업을 추천 합니다!,1
410,에스케이바이오사이언스(주),영업/제휴,80,대기업에 속한 백신제조 및 제약회사로 주변 인식이 좋음. 영업시 거래처에서 다른제약사에 비해 호의적,회사는 성장하지만 영업쪽에 대한 대우는 조금 낮은편. 다른 직무로 오면 좋은곳.,이 기업을 추천 합니다!,1
411,에스케이바이오사이언스(주),연구개발,80,코로나 이후 투자 및 인재채용 활발해졌음. 회사가 성장하고 있다는 것을 느낄수 있음. 연차 등 그나마 유연하게 쓸 수 있음.  팀장 재량권이 넓음. 복지체계도 나쁘지 않음.,원래도 적지않았으나 급속한 성장으로 업무가 과중함. 내 업무 분야가 아닌것도 어느새 내 업무로 하고 있음. 윗사람에게 찍히면 버티기 힘듬. 월급 루팡과 꼰대 스타일 곳곳에 존재.,이 기업을 추천 합니다!,1
412,에스케이바이오사이언스(주),인사/총무,60,대기업의 장점과 복지가 있으며 성장을 통한 인센티브 제공이 예상됩니다 성장이 예상됩니다,대기업이기는 하지만 시스템이 아직 안착이 되지 않아서 중소기업 느낌이 날수 있는 회사를 볼수 있다,이 기업을 추천 합니다!,1
413,에스케이바이오사이언스(주),생산관리/품질관리,40,"워라밸이 비교적 안정적임, 휴가사용이 비교적 자유로움, 월급 안밀림, 점심 저녁 줌","연봉제(4년제이상)는 노조가입못함, 연봉제 야근수당 없음(포괄임금제), 지역(경북 안동) 텃세, Y사, N사 출신 경력직의 천국, 시스템 부재로 인한 연봉제 일거리 쏠림 심화, 프로젝트 차별, 너무심한 사내정치질 등",이 기업을 추천하지 않습니다.,0
414,에스케이바이오사이언스(주),연구개발,80,생각보다 큰 글로벌 프로젝트들이 많고 특히 최근 코로나 백신 개발로 CMO CDMO 사업까지 경험할 수 있음,프로젝트가 늘어난 만큼 업무량이 크게 증가했으나 IPO 이슈 등으로 충원이 잘 안되고 있어서 워라밸이 최악 수준,이 기업을 추천하지 않습니다.,0
415,에스케이바이오사이언스(주),생산/제조,60,급여자체는 높은편이라 나쁘지않음. 주간직이라 괜찮운듯??,회사 위치가 시골이며 기숙사가 없음. 근처에 교통편도 나쁨,이 기업을 추천하지 않습니다.,0
416,에스케이바이오사이언스(주),경영/기획/컨설팅,60,자유로운 분위기. 할 거 만 하면 별로 터치하지 않음.수직적이라기 보다는 수평적임.,"할 일이 너무 많고 사람이 부족함. 퇴사율이 매우 높으나 개선하고자 하지 않는 듯 함. 일 하는 거에 비해 보상이 절대적으로 적고, 다른 부서에 비해서도 보상이 차별되게 적음.",이 기업을 추천하지 않습니다.,0
417,에스케이바이오사이언스(주),인사/총무,60,"비전, CEO 마인드, 구성원들 인성이 좋은 편, 기업문화가 좋은 편","업계 대비 낮은 연봉, 높은 업무 강도(단 팀별 편차 심함)",이 기업을 추천 합니다!,1
418,에스케이바이오사이언스(주),생산/제조,60,긱사랑 식대를 지원받으며 인턴 생활을 할 수 있어서 돈을 절약할 수 있었고 전반적으로 자유로운 분위기입니다.,야간 근무시 체력이 필요하고 공지나 전달사항을 바로바로 알려주지않고 항상 카더라 통신입니다 또 설명회에서는 인턴으로 근무하면 정규직이 거의 된다는 식으로 말했는데 그냥 알바로 쓴 느낌을 받았다는 것. 또 안동 시내나 신도시랑은 멀어서 나갈 때마다 버스타고 가야했는데 버스도 자자 안와서 불편했음,이 기업을 추천 합니다!,1
419,에스케이바이오사이언스(주),경영/기획/컨설팅,40,연차자가결제(다만팀자이 대놓고머라눈치주는건 견뎌야함)피씨오프제(근데 초과근무계속신청하게하고 야근수당안줌)재택(팀장들이 못하게함)Sk그룹이라는 네임밸류와 회사전체 시스템,그룹회사시스템자체는 잘되어있지만사람들이 수준을 못따라가는 듯 야근수당도안주는데야근을 강요하고 연차 눈치주고고인물중에 자기들 방식만 옳다며 다른것들은무시하는 무식쟁이들이 많음,이 기업을 추천하지 않습니다.,0
420,에스케이바이오사이언스(주),생산/제조,60,나이대에 비해 꽤 괜찮은 연봉이보장됨사내 분위기도 상호존중이라 신입으로 들어갔을때 부담감이 덜함,"초과 근로 시간에 대한 임금지불이 제대로 안됨. 4년제 졸 입사자들은 2년제, 고졸 입사자들보다 연봉을 덜 받는경우도 더러있음고인물이 많아 문제발생시 개선방안이 한정적이고 상호 대화가 잘 안됨",이 기업을 추천하지 않습니다.,0
421,에스케이바이오사이언스(주),생산/제조,60,대부분의 일이 힘들지않고 무거운 물건도 거의없다. 연차 쓰고싶을때 쓸수있고 여자한정 한달에 하루 보건휴가를 준다. 정규직 연봉제가 아니라 월급제라면 철밥통 가능 여자들이 일 하기 최고의 장소,"노조로 인한 철밥통 정규직들의 전문성 부족,나태함 일 하는사람만 일함 뻔히 일 안하고 하루종일 맛집검색 여행지검색 주식만 보고있는 사람이 있어도 아무도 뭐라하지않음",이 기업을 추천하지 않습니다.,0
422,에스케이바이오사이언스(주),생산/제조,80,낮은 연차의 매니저가 많기에 신입도 꽤 중요한 업무를 할 수 있으며 글로벌 프로젝트를 진행하고 있어 배우고자하는 의지와 열정이 있다면 재미있고 보람차게 업무를 할 수 있다.,"업무 시간이 다소 길다, 최 상위 경영진은 인력 보충, 스마트 워크 등 선도적인 SK 문화를 설파하고 정착시키려 하지만 공장 내 임원은 아직도 야근이 퍼포먼스라는 인식을 벗지 못하고 있음.",이 기업을 추천 합니다!,1
423,에스케이바이오사이언스(주),연구개발,60,그냥 욕심없으면 무난하게 다닐 수 있는 회사. 연차 자유,파벌.심하고 서로 못잡아 먹어서 안달났음.능력 1도 없는데 고집쌔고 다 너도나도 잘났음무능력한사람이 많음,이 기업을 추천하지 않습니다.,0
424,에스케이바이오사이언스(주),생산/제조,80,"직원들의 소통이 좋으며 팀 분위기가 좋았고,  인턴에게도 좋은 복지로 대우해줘 짧은 인턴을 하면서 기분 좋게 일할 수 있었다.","안동이라 수도권 지역에서의 먼 거리라 자취를 해야하고, 기숙사 제공이 안된다는 단점이  있다. 또한 인턴들에게 한번에 정확한 일 처리 공지에 대한 부족함이 있다.",이 기업을 추천 합니다!,1
425,에스케이바이오사이언스(주),생산/제조,20,연차 반차 여자들은 보건휴가 눈치 안보고 쓸수있음. 그리고 제가 있는 부서는 쉬는시간이 많았음. 일도 여유롭게 하면됨,기본금만 줌 그냥 최저시급 받음 생산직 야간수당 포함하면 꽤 나올텐데 급여수당 아무것도 안쳐주고 인턴 3달 내내 기본금만 받음,이 기업을 추천하지 않습니다.,0
426,에스케이바이오사이언스(주),경영/기획/컨설팅,100,복지 급여 자율성 인간관계 모두 나쁘지않음역시대기업이 최고다,약간 보수적 공정은 주말근무있음 입김많이받기도함 안동에있음,이 기업을 추천 합니다!,1
427,에스케이바이오사이언스(주),생산/제조,20,"주간근무시 밥은 잘나오는편입니다. 대부분 사람들이 중소기업에 비하면 ( 사원들은 )순하고 착한편에 속합니다. 연봉제 아니면 추가잔업수당이 지급됩니다. SK 복지몰, 혜택 받을수있습니다.","생산계획일정 보면 인원 생각 ""전혀"" 안했다고 생각합니다. 물론 없는 인원 쥐어짜내서 누군가가 더일하고 고생하면 되겠지 생각했겠지요. 여기는 일잘하면 그만큼 더시킵니다. 자기일을 다른사람한테 떠맡기는 경우가 다반사이며, 능력없는 사람들 천국입니다. 능력없는 사람들만 고이고고여 탈출은 지능순입니다.",이 기업을 추천하지 않습니다.,0
428,에스케이바이오사이언스(주),생산/제조,40,인턴인 입장에서.. 주거지 제공이 좋았습니다. 그거 말고는 딱히..,1. 일이 바빠서 제대로 된 식사 시간을 갖질 못해요 이건 진짜 ㅋㅋ 교대      들어가고 나서 밥을 제대로 먹은적이 없네요 휴식 시간도 보장 받지     못하고2. 야식도 제대로 못먹고 근무 차이가 너무 심해요 포장팀 일하는거 보면     상대적 박탈감 느낄 수 있어요 같은 시급으로 받는다는게 경험이 될까     해서 다른데로 했지만 다시 과거로 간다면 포장팀으로 갔을꺼에요3. 교통편 차가 없으신 분들은 버스 하루에 한 5개 다녀요 ㅋㅋㅋ 버스     배차 간격 기본 2-3시간,이 기업을 추천하지 않습니다.,0
429,에스케이바이오사이언스(주),생산/제조,80,야간근무를 하게 되면 야식을 제공해준다.연차나 보건휴가가 있어서 워라벨이 좋다.업무환경이 쾌적하다.,산업단지에 위치해 있어서 자차가 있지 않는 이상 교통편이 불편하다.,이 기업을 추천 합니다!,1
430,에스케이바이오사이언스(주),생산관리/품질관리,60,"조식 중식 석식 제공, 2020년 기준 상장 가능성이 높음","지역적인 이점이 없고 이미 오래 전에 잘못되어 있던 일을 새로 들어온 저연차가 혼자 감당해야 하는 경우가 많이 발생함, 책임을 미루거나 회피하는 일이 자주 발생함",이 기업을 추천하지 않습니다.,0
431,에스케이바이오사이언스(주),생산/제조,100,"연차는 눈치안보고 사용할 수 있음
인턴의입장에선 밥이잘나오고 급여가 밀리지않습니다
자유로운 분위기","인턴의 전환율 희박, 코로나를 이유로 너무 많은 인턴을  뽑음. 부서별 강도 천지차이",이 기업을 추천 합니다!,1
432,에스케이바이오사이언스(주),생산/제조,40,Sk 대기업이다보니 인턴입장에서 급여가 많고 일도 잘 배워갈 수있음.,2년제 인턴으로 들어가서 정규직될확률 희박. 부서마다 분위기가 천차만별. 코로나cmo와 빌게이츠사업이겹쳐 일은일대로많고 매일 잔업에 주말특근등 여가시간x. 지역도 경북 예천에위치하여 차없이 돌아다니기힘듬.,이 기업을 추천하지 않습니다.,0
433,에스케이바이오사이언스(주),생산/제조,20,"없음.
장점이 없는데 30자 이상 작성해야 해서 뭐라도 작성하는중
겉보기에 대기업계열사로 부모님세대들이 좋아함","1. 일이 한 사람에게 몰리는 경향
2. 일을 안 하는 사람에게 열심히 하라고 더 챙겨주는 경우도 있음
3. 체계적이지 않은 시스템(인사, r&r 등등)
4. GMP라고 할 수 없는 시스템
5. 업무량에 비해 낮은 연봉
6. 장점이 없는 회사(연봉, 워라밸, 위치, 인프라)",이 기업을 추천하지 않습니다.,0
434,에스케이바이오사이언스(주),생산/제조,80,칼퇴 다들 연령대가 낮은 편이라서 회사의 자유로운 분위기,체계가 잘 잡혀있는 편은 아닌 거 같음 그치만 잘 굴러감,이 기업을 추천 합니다!,1
435,에스케이바이오사이언스(주),생산/제조,80,"돈을 많이 주고, 부서마다 다른데 우리는 좀 널널한편.",고립되어 있는 회사 위치. 주변에 아무것도 없음. 상사가 별로인 사람들 좀 있음.,이 기업을 추천 합니다!,1
436,에스케이바이오사이언스(주),생산/제조,80,수평적인 근무환경이 큰 장점이며 일의 강도가 높지 않다,지역이 경북 안동이라 수도권 거주자들은 단점이 될 수도 있지만 인턴직은 숙소를 제공해준다,이 기업을 추천 합니다!,1
437,에스케이바이오사이언스(주),생산관리/품질관리,60,"연차를 자가결재로 올려서 쓸 수 있다. 물론 팀원에게 휴가 정보를 공유하는 것을 추천함. 아무래도 대기업이다보니 복지부분에서는 상당히 발전되어 있음.  출퇴근버스 제공, 아침점심저녁 식사 제공. 밥 맛있음.","예천하고도, 안동하고도 많이 떨어져 있어 차가 없다면 출퇴근이 힘들다. 게다가 근처에서 사는 게 아니라면 택시비도 많이 드므로 차 없이 야근할 땐 주의. 막 변화하고 있는지라 제대로 파악되지 못한 문제들이 있을 가능성 농후. 게다가 사람들이 좀 꽉 막혀있음. 아무래도 지역사람이 많은지라 학연지연끼리 친목질이 심함",이 기업을 추천 합니다!,1
438,에스케이바이오사이언스(주),생산/제조,80,지금 한창 코로나 백신 CMO가 시작되는 중이기 때문에 배울게 많음,근데 너무 바빠요...야근은 물론 주말 출근까지...물론 이해는 됩니당,이 기업을 추천 합니다!,1
439,에스케이바이오사이언스(주),영업/제휴,60,코로나로 인해 주목받고 있는 기업으로 앞으로 백신 개발 성공과 상장 미래 기대감이 있음,내부 프로세스나 체계가 덜 잡혀 어수선한 면이 있고 부서간 협업이 잘 안되는 느낌,이 기업을 추천 합니다!,1
440,에스케이바이오사이언스(주),생산관리/품질관리,100,회의 적음 자유로운 분위기 자유로운 복장 밥이 맛있음 소위 꼰대라 말하는 사람이 적음,승진은 정말 힘들다 기대 하지 않는 게 좋음 일이 빡셈,이 기업을 추천 합니다!,1
441,에스케이바이오사이언스(주),생산/제조,80,삼시세끼 지원 기본이상으로 사람대사람 소통 원활 모든 직급 통일 짬만 존재할뿐 돈 모으기 좋음 할게없으니까,주변 인프라 아예 없는 수준 자차 필수 겉멋이 많이들었음 성장가능성 높지만 먹지못할 감을 계속 쫓는 느낌 네임벨류에 걸맞는 회사가 되기를 빕니다,이 기업을 추천 합니다!,1
442,에스케이바이오사이언스(주),생산/제조,60,아침 점심 저녁 무료로 제공해준다 야간에는 야식도 제공해줌. 연차 눈치안보고 쓸수있다,"회사 위치가 외진 곳에 있어서 차량 없으면 힘들다,  인턴은 정규직되기 힘들어보임",이 기업을 추천하지 않습니다.,0
443,에스케이바이오사이언스(주),생산/제조,60,"연차사용이 자유롭다, 백신공정에 대해 많은것을 배울 수 있다. 앞으로의 성장가능성이 농후함","학사 졸 이상은 노조가 없으며 연봉제와 월급제와의 대우 차이가 있으며, 체계가 없어 겉보기에는 대기업같지만 실상은 중소기업, 경북 안동에있어 인프라가 좋지 못하다",이 기업을 추천하지 않습니다.,0
444,에스케이바이오사이언스(주),경영/기획/컨설팅,60,연차사용 자잘한 복지 좋음 건물 좋음 직무와 잘 맞는다면 일 배울 수 있음,연봉 빨리빨리 문화 꼰대 많음 근데 자기가 꼰댄줄 몰라 더 말안통함,이 기업을 추천하지 않습니다.,0
